X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
-0.2510392,-0.0602949,0.1999233,0.271082,0.0728181,0.4223525,0.884707,0.6671178,0.8297228,0.3518696,0.7232976,0.6740776,-0.8987099,-1.011788,-0.8931127,0.4877455,0.6183624,1.108692,0.385641,0.8409396,1.345401,0.1748262,-0.104893,-0.3906401,-0.2899259,1.00832,-0.2140766,0.4414329,-0.4369701,0.3779992,-0.0501855,0.3280755,0.5251906,1.064839,0.2390954,0.3933654,0.2165864,0.3249035,0.4962936,-0.6014431,0.1898387,1.139249,0.8402708,1.010223,0.2007555,-0.1022527,-0.6066802,-0.7867014,0.3894112,-0.1177244
-0.2835289,-1.448487,-1.450378,-1.736132,-1.653095,-0.7737126,-0.821911,0.2247468,-0.1400524,0.2120711,-1.00859,-0.3691548,-1.176198,-1.662353,-0.7203545,-1.746949,-1.255648,-0.4729413,-0.89562,-0.4639983,-1.752803,-0.2915368,-0.1881865,-0.7230502,-1.497872,-1.041384,-0.9391649,-1.047047,-1.876301,-0.3111033,-0.3895779,-0.363163,-1.391807,-0.6486238,-0.9433339,-1.120431,-0.8638423,-1.938151,-1.766578,-0.383842,-1.194453,-0.9344261,-0.7269645,-0.3766926,-1.241318,-0.7788074,-1.039182,0.0188304,-0.8590081,-0.7926475
1.429113,0.3014852,2.22614,2.138531,2.198475,0.8938601,0.6887576,2.493204,1.159506,-0.0637029,0.9865884,1.471276,1.371661,1.95746,0.4899296,0.752424,1.454811,2.46159,1.727455,1.081049,1.484327,1.739209,1.140137,1.962613,2.014701,2.330837,1.084948,1.586279,0.5428046,3.033053,0.8714363,1.970398,1.289978,1.182858,0.9556147,1.566458,2.012603,1.107116,0.2240626,1.292337,0.893699,1.590071,1.473284,0.7060471,0.6357242,1.446291,2.521844,2.434148,0.9774701,0.6651893
-1.853469,-2.194519,-1.968845,-1.454107,-2.158922,-1.642574,-1.538162,-2.256012,-1.578775,-1.853255,-2.388196,-1.442989,-1.765133,-0.7899321,-1.417357,-1.703097,-1.141986,-1.25621,-1.350132,-1.395992,-1.296011,-1.795299,-1.716669,-1.455011,-1.391949,-1.574309,-1.520776,-1.864219,-1.560697,-0.7803619,-1.216363,-1.400582,-1.347425,-1.211555,-2.113373,-2.282825,-2.339333,-1.57185,-1.084114,-0.8578904,-1.092401,-2.190057,-1.758647,-2.012327,-1.322191,-0.8791612,-1.184561,-1.812805,-1.884725,-1.967094
-0.3149894,0.2000114,0.3989886,0.0895554,-0.4657605,-0.6027041,-0.2011846,0.8521682,-0.7472532,1.051246,-0.2190233,-0.8746099,-0.4092465,-0.3141529,0.2348209,-0.0213805,-0.3787744,-0.3080551,-0.1430381,0.2064348,0.8723425,-0.5831985,-0.0072186,0.0820279,-0.5701899,0.535571,-0.431276,-0.0564431,0.2695154,0.4696653,0.635389,0.0368295,-0.0558009,-1.525519,0.6769254,0.3860331,0.3655834,-0.1296202,-0.1742094,-0.1233266,-0.6881776,0.4676586,0.3967713,-0.3824998,-0.4519796,-0.3504304,0.546825,-0.4103313,-0.3080728,-0.7107878
0.4466822,-0.2515028,-0.1586578,0.4744449,-0.8056603,-0.8922063,0.4280574,0.3366023,0.5202647,1.611851,0.7326909,-0.0787584,-0.5462451,-0.3421665,0.3641472,0.3108494,-0.3969092,0.0088286,-1.171861,-0.6021852,-0.3852538,0.3843827,-1.452076,-0.2244476,-0.3943256,-1.405986,-0.7130006,-0.0782741,-0.9033109,0.3323908,-0.3758275,-0.2426885,-0.684809,-0.8692043,-0.3949827,-0.9243375,-0.2700617,0.1848539,-0.1874858,0.918096,0.3429471,-1.027507,-0.8986149,-1.801824,-0.0655416,-0.2210981,-0.3596841,-1.314578,-0.9412644,0.3237017
-1.46121,-1.807332,-0.6941267,-1.402489,-0.9914447,-1.254838,-0.7154315,-1.596032,-0.4498864,-0.013073,-0.2719581,0.5289152,-0.3665005,-2.40071,-0.9918395,-0.4683459,-0.8801023,-0.271485,-0.2516467,-0.58175,-2.872086,-1.339954,-2.093755,-0.8213788,-1.408894,-1.323661,-0.3862933,-0.2738111,-1.744994,-0.7552068,-0.5384,-0.7898696,-0.3041387,-1.931918,0.2326969,-0.6353902,0.6946138,-1.566941,-0.7839034,-1.744151,-1.196166,0.4071654,-0.2561434,-0.9691459,-2.314638,-1.570215,-0.989295,-0.5017456,-0.1176792,-1.62527
-0.1894945,-0.1058728,0.0954191,-0.0421022,-0.4970082,-0.1622993,0.7259876,0.0882836,-0.4627378,-0.5759643,0.0906187,-0.1519482,-0.3774023,-0.0721878,0.0757357,0.0592014,0.3060669,0.6595599,0.6388275,0.8167509,-0.0153102,-0.269972,-0.056397,-0.4661255,-0.1497002,-0.2381198,-0.1481228,0.6621359,0.712049,0.1358485,0.279272,-0.1114785,0.431812,0.4385775,0.1822994,0.0859628,-0.2443338,-0.3064926,-0.4175272,-0.2455937,0.1468161,0.091245,0.2737349,-0.1750746,-0.0432631,0.2105189,0.2629939,-0.1490838,-0.1338019,0.2479529
-0.6763174,-0.3624179,-0.1608705,-0.677611,-0.4439133,0.0460581,-0.466271,-0.2323673,-0.765241,-1.020491,-1.556579,-0.9086855,-1.260413,-1.378946,-1.171549,-1.447279,-0.9681555,-0.7791592,-0.7689912,-1.596297,-0.6675897,-0.8233619,-0.9224158,-1.869181,-1.961713,-0.9837802,-0.4046765,-0.393136,-0.1020003,-1.050788,-1.289985,-1.037299,-1.729225,-0.9594437,-1.838881,-1.249715,-1.168852,-0.4618278,-0.625637,-0.4544463,-0.8577904,-1.054006,-1.424677,-0.3123142,-0.8170463,-0.7942248,-1.254152,-1.282367,-0.9403966,-0.4677378
-1.202421,-1.308903,-1.707008,-1.685803,-2.296122,-2.258268,-0.7773397,-1.926715,-1.757642,-1.803946,-2.475627,-1.904791,-1.748318,-1.959677,-1.813487,-2.542193,-2.210904,-1.941228,-2.134161,-1.643792,-1.443748,-1.815278,-2.055916,-1.103064,-1.552788,-1.524237,-2.099392,-2.485663,-2.003601,-2.13167,-2.260628,-2.564226,-1.967396,-2.826797,-2.516561,-2.2537,-2.224218,-2.190061,-2.680367,-1.779445,-2.213945,-2.53155,-1.805484,-1.771934,-1.342774,-1.787735,-1.665175,-2.560334,-1.514022,-2.20606
0.589734,0.3335207,0.3526785,1.315289,-0.22951,-0.4824701,-0.3489594,-0.1664494,-0.2883845,-1.010051,-0.4965689,0.1571892,-0.2709465,-0.5319074,-0.1129393,0.0343589,0.6799433,-0.3902429,-1.408156,-0.8824314,-0.950572,-0.5310639,-0.0214066,-0.0365417,-1.478646,0.2701914,0.5617043,-0.6584204,-0.1905049,-0.8209576,0.3255719,-0.0865566,-0.3008698,-0.596873,0.8059063,-1.006109,1.626189,0.4699557,0.2175664,0.5797003,-0.0522728,0.1850115,-0.081456,0.5240998,-0.014985,0.7007541,0.4357405,-0.5186366,0.0423413,0.0736135
0.664632,0.8253024,0.4337813,0.8441136,-0.0633657,1.453331,1.074412,-0.0961503,2.333341,1.619732,1.49996,0.583584,1.177649,0.9048833,0.0826241,1.73814,1.173619,-0.369903,1.864733,1.394726,0.9500787,-0.0570192,1.295433,2.131705,0.6813113,0.9472461,-0.3647303,2.027412,0.7533455,0.8580829,1.238646,-0.2684185,0.5142741,0.157145,0.3889488,0.3741641,0.5704671,0.5264351,0.528981,0.7282131,0.0978196,0.5000101,1.325753,2.615237,1.746101,0.3599294,0.4710392,0.6206975,1.610375,-0.4447229
0.2815972,-0.6042779,0.0404173,-0.8478261,-0.7993405,-1.243917,0.2912314,0.2082419,-0.0436811,0.8353874,-0.7183994,-0.044367,0.2165168,0.5484653,-0.0778715,-0.0807253,-0.5788869,-0.0137131,-0.4152927,0.6782866,0.1624246,-1.277448,-0.0190798,-0.3465192,-0.1534248,-0.0412385,0.1367908,-0.5481367,0.129241,0.0827593,0.4193771,0.6011051,-1.006037,-0.4555791,0.7669071,-0.9661024,-0.1741048,-0.7031803,-0.0715164,-0.6088658,0.0331654,-0.8847704,-0.6767429,-0.566647,0.1659328,-0.9249731,0.3384657,-0.3918557,-0.5665726,-1.152276
-1.305149,-1.447737,-0.7909542,-1.880624,-0.5014294,-1.083444,-1.528424,-1.605813,-1.687804,-1.198003,-0.9590514,-2.032586,-2.032073,-2.413322,-0.7193123,-0.7900203,-1.370511,-1.42285,-0.283252,-1.4966,-1.161153,-1.829893,-1.737831,-1.411973,-2.666164,-2.8213,-2.064735,-1.242984,-1.124618,-1.218572,-0.4059857,-0.0874272,-1.022549,-1.755885,-2.311516,0.2017039,-0.5315143,0.1147289,-1.472545,-2.0402,-0.4442562,-0.0515747,-1.162408,-1.681467,-2.379779,-1.047956,-1.451183,-1.807548,-1.401898,-0.697333
1.026639,0.6408338,1.240416,0.8896629,0.2116147,0.780409,0.7406455,1.5811,0.8801598,0.8560431,0.1650369,1.465404,1.529283,0.2707414,0.6789836,0.4252184,0.3107338,1.16639,0.4389159,1.335694,-0.4208761,1.15351,1.166028,2.120241,0.1028339,0.4892662,0.1282781,-0.7310701,-0.0528919,0.891559,1.052001,1.150369,1.294305,1.671248,1.231905,1.221291,0.946668,1.377454,1.899794,0.7779384,0.2250975,0.4213315,0.5500802,1.09044,0.1791071,0.3030881,0.8178612,1.089,0.8821525,0.9252119
-1.290438,0.0829399,-0.82113,-2.720151,-0.6279543,-1.353983,-1.63922,-0.903786,-1.633862,-2.428448,-3.294453,-1.787031,-1.487946,-1.11383,-0.6129987,-0.7823349,-0.7239331,-2.334609,-2.931534,-0.9929205,-0.0968499,-1.668567,-0.7674125,-0.9856158,-1.124036,-2.016074,-0.9708137,0.0477442,-0.3191874,-0.703329,0.1917937,-1.638952,-1.548167,-0.3366815,-0.3014783,-1.327176,-0.9086616,-1.966081,-1.55649,-2.510946,-1.174777,-1.86784,-0.4482457,-3.627342,-1.406979,-2.795986,-2.19673,-0.3911834,0.314404,-1.829755
0.6936611,0.4125053,0.282304,0.0215438,0.1885808,0.612355,0.4646366,0.3231177,0.8725514,0.1783765,0.8287529,0.6672687,0.5366405,0.487872,1.234165,1.063,0.6936092,0.5971924,1.141287,0.0924105,0.9448313,0.3587072,0.4843948,0.1087307,-0.0493319,0.3917132,0.4985435,0.6159273,0.9009107,0.371527,-0.1967187,0.1951647,0.9299669,0.0964278,0.8147854,1.074863,0.5013778,0.2383662,0.0689595,-0.1827616,0.2212009,0.0947981,1.049121,-0.0968354,0.7135215,0.9372668,0.5236652,0.9065117,0.5236196,1.257324
-0.2377849,-0.1550752,-0.7025638,-1.468178,-0.2717693,0.0015427,0.5072459,0.2032933,-0.4744307,0.5770067,-0.1412349,-0.6994733,0.0559425,-0.5670076,0.1986089,0.6800854,1.080128,0.991345,-0.1871489,0.1453804,0.56511,-0.283275,-0.1929059,0.6484046,0.0626838,0.0284131,0.0229039,-0.0075627,0.5639091,-0.1129514,-0.0112622,0.5761641,-0.7016548,-0.4009711,-0.2655577,1.394806,0.9365376,0.7125849,0.047357,0.6950219,-0.315377,0.7217065,0.641719,-0.0036796,0.0605999,-0.7275203,-0.4984219,-0.2626282,-0.0309058,0.3027417
0.0903408,-0.5513892,0.3578471,0.1581458,-0.5466324,0.3783677,0.6020537,-0.2884663,0.7897812,0.2207055,1.081795,0.4034584,0.1898248,0.7037168,1.556412,0.8977049,1.491085,1.348766,1.457441,-0.6729432,0.2516027,1.840111,0.6467323,-0.6252773,-0.3079758,1.256358,0.8270964,0.3129533,0.6356958,-0.5728248,-0.6778205,-0.3747257,-0.0360533,1.105321,0.767909,0.1708577,0.2397792,1.488196,2.05716,-0.0163909,-0.4383339,-0.9994096,-0.4385162,0.210546,1.03612,0.4611127,-0.0253851,0.1985476,-0.7040577,-0.8012595
0.8654131,0.635181,0.5794885,0.8791464,0.513444,0.404962,0.4328551,0.6685808,1.018007,0.891288,0.5005975,0.6067527,0.8467166,0.437982,0.569669,0.9127435,0.4142766,0.3697569,0.5115483,0.6337865,0.5801676,0.6312636,0.2676581,0.7630012,0.5442195,0.8090542,0.6700598,0.9467907,0.9578336,1.093769,0.487956,0.1382835,0.4993451,0.2784693,-0.0041903,0.0143718,0.2667302,0.544878,0.6683007,0.7182982,0.9686574,0.987371,0.7094055,0.6775431,0.0765523,0.369844,0.4185354,0.8370292,0.4052126,0.6757728
2.397895,0.4972218,1.044733,1.713681,1.520237,1.301842,0.7850277,0.2021966,1.779905,-0.117954,0.606826,0.3018179,1.147925,0.9888107,1.816762,0.3666727,1.161865,1.06998,0.1356841,1.436818,1.289805,1.345775,1.471671,0.7100728,1.95971,2.498168,1.402331,0.8685291,0.1132363,0.7707527,0.7242533,0.8032814,0.6708952,1.283186,0.8875105,1.548126,0.8894164,0.9034341,1.490182,0.5122508,0.5426122,0.0400123,1.002928,2.156634,1.399302,1.687925,0.6578552,1.424425,0.7523817,-0.0043628
0.5973455,0.3095467,0.0448055,0.7937409,-0.0383383,0.4508449,0.2149987,1.035373,0.8757297,0.5041008,0.0283486,-0.0714083,0.104637,1.225432,1.074875,0.6971759,0.4696629,0.9724017,0.5876573,0.1335304,0.3220003,1.080818,-0.2660961,0.5645972,0.9526402,1.038027,0.7188922,0.804354,0.4469744,0.0675898,0.5417943,0.3498306,-0.4498602,0.238472,0.5763343,0.624075,-0.1647837,-0.2773254,0.4796723,0.3633318,0.9038398,0.8208747,0.8106933,0.4298512,-0.3400478,-0.0062433,0.4968919,0.3262083,0.5750688,0.3431541
2.405043,1.739721,0.9556945,0.7467543,0.1359462,0.1930696,2.212013,2.470283,1.583227,1.954484,1.289334,0.8977702,1.151998,2.06416,1.897681,0.5859273,0.2252347,0.3353569,0.2161266,1.015335,1.789816,1.189291,1.447749,-0.1313057,0.0975827,0.8859433,0.8194512,0.9016781,0.1030383,1.616246,0.4165,-0.3301894,1.274853,0.9232486,0.1909086,0.532078,0.4426528,-0.3308115,0.4162169,0.3263707,0.3553228,-0.1370012,-0.1321767,1.249223,0.9657459,0.7842448,1.135528,1.034304,1.004781,1.186617
-1.4572,-1.679003,-1.966071,-0.9804308,-2.983585,-2.875476,-2.710313,-2.322177,-2.575322,-2.807382,-2.498278,-2.541567,-2.732346,-2.619448,-2.354864,-1.580321,-1.911126,-2.048272,-1.875404,-1.835593,-1.715894,-2.678742,-1.966732,-2.594974,-2.284137,-1.669007,-1.918103,-2.10833,-2.381176,-1.938427,-2.312631,-1.626183,-2.325066,-2.387607,-2.208104,-2.215597,-1.738228,-2.471008,-2.079878,-2.499878,-2.39222,-1.989296,-1.860924,-2.305183,-2.525064,-2.249148,-2.767578,-2.474188,-2.972864,-1.744161
1.241736,0.9590118,1.009698,0.9431715,0.6000652,0.0843945,0.9321593,1.186579,1.358715,2.921157,2.059575,1.411926,-0.4507678,1.932386,0.2736551,1.498195,0.6800141,2.011883,0.7965607,0.812825,0.8229527,-0.1466886,0.9178196,1.341463,0.960439,1.540233,0.3352125,1.150983,0.8500884,1.829247,2.245635,0.9033187,1.119723,1.028443,1.30761,0.743925,1.305783,1.828363,1.485283,2.817451,1.271223,0.5393632,-0.4025108,0.7640972,0.6808585,2.493517,2.405406,2.944848,0.6648396,0.7513769
-0.536589,-0.4795262,-1.258099,-0.5315719,-0.9255779,-0.9384824,-0.5110081,-0.3157759,-0.4687654,-0.1968917,0.0154655,-0.6410568,0.2254556,0.0879759,-0.9102061,-1.399024,-1.110032,-1.371088,-0.8491112,-0.1780417,0.3039939,-0.1139958,0.3403239,-1.279893,-1.511168,-0.9855653,-0.1325875,-1.037583,-0.132825,-0.4173275,-0.5827938,-0.8036412,-0.9168542,-0.5311198,-1.089902,-0.4660408,-0.2609399,-0.0585118,-0.492035,-0.7236517,-0.0743805,-0.243047,-0.2296041,-0.3283952,-0.8156795,-0.8148377,-1.137584,-0.6450652,-0.0955414,-0.1165054
0.3580083,0.6898824,0.3428405,1.465258,0.5372442,-0.9883004,1.178185,-0.2896623,0.1310588,-0.2867731,-0.3327735,0.0060165,1.03472,0.7534869,0.256421,-0.3438993,0.8454053,-0.1796689,1.166226,0.090091,0.262373,-0.708585,1.47124,1.002283,-0.042793,0.063905,0.195186,-0.0740821,-0.157686,0.2641778,1.409288,-0.2921245,0.200177,-0.2431793,0.0025445,0.3643238,-0.0711109,0.4856116,1.527503,0.4999678,0.1627887,1.570567,-1.262885,-0.3926484,0.10581,0.9393278,-1.066222,-0.4773159,-0.7103146,0.6984598
1.161856,1.880187,0.5882283,1.288913,0.8516686,1.087795,0.225042,1.002082,0.955224,0.7753169,1.427537,0.800061,1.521494,1.990165,1.297614,2.330883,0.5385163,0.7060677,0.195245,1.380691,0.9300197,0.859543,1.209116,1.26491,1.788916,0.9625146,0.5452138,0.9516011,1.639258,1.426466,0.3453988,1.184882,0.2697857,0.0929381,1.473194,2.206708,1.40837,0.1967259,0.7390269,1.408441,-0.0754642,0.1932079,1.126592,0.827979,0.8565451,0.7136266,0.41178,0.9923298,0.6332286,1.674814
-1.445541,-0.6707916,-1.379965,-1.39074,-2.20735,-2.064164,-1.718454,-2.125326,-2.486742,-1.669586,-1.294108,-1.734553,-1.778403,-1.426364,-2.273578,-2.615639,-1.733162,-1.435659,-2.467788,-0.7413256,-0.7394492,-1.572443,-2.830596,-2.365416,-1.607747,-0.9279955,-1.062418,-2.333886,-2.51426,-2.710622,-2.316648,-0.9463951,-1.337019,-1.653429,-1.756544,-1.26188,-1.717295,-1.75551,-1.941832,-2.36066,-1.891086,-2.146655,-2.501238,-0.6218786,-1.374386,-1.396827,-1.762149,-2.02775,-2.121187,-0.5557392
0.4495812,0.1396375,0.3740572,1.018638,0.9172509,0.5138074,0.4977508,0.2789807,-0.0135527,0.6337346,0.220329,1.161062,0.9308854,0.3229794,-0.1189985,0.3320947,0.1288276,0.4541883,-0.0179411,0.9415041,0.7372717,0.0505278,0.4386268,0.2120235,-0.1926973,-0.2454097,0.3568192,0.5144561,0.6012055,0.4442565,0.7510959,1.292052,0.8348053,0.5093207,-0.0013621,0.3075584,-0.1173647,-0.2188752,-0.1399991,0.1370641,0.0957475,0.0281602,-0.2502945,0.2885025,-0.1254612,-0.2738495,0.0541742,-0.3265312,0.1016565,-0.1219111
0.8009781,0.3691234,0.4289032,0.5716131,-0.8027271,0.9570048,0.4526927,1.136013,1.069136,1.466331,0.1542109,0.9387132,0.7529957,0.6787254,0.1292217,0.7835662,0.6372861,0.3396686,0.4150227,-0.1614773,0.3918769,0.7400564,0.3829384,1.150684,0.6341498,0.192629,1.368081,0.1292198,0.4580511,0.5681631,0.2802988,0.0382546,0.2173989,0.4520559,1.153195,0.9927304,1.017504,1.052259,1.172531,0.8321241,0.0039795,0.37254,0.5781201,0.6408622,0.8708788,0.6236673,1.49808,0.4967321,0.6116953,0.0299129
-0.2591781,0.0118607,0.9655452,0.8198541,1.081292,1.4652,0.9142148,1.550833,1.669763,2.175082,0.5239127,0.337204,1.137402,1.097798,0.6519588,1.087418,0.5200492,0.3938483,0.5981758,0.9017451,1.978251,1.254672,0.9771277,1.160849,0.9941972,0.5250959,1.491851,1.377586,1.049152,1.322055,0.535116,0.8107062,0.1182794,0.6356544,0.2803036,0.8867967,1.285927,1.692962,0.733072,0.810628,0.7389796,0.7346079,1.338403,0.6681213,0.1407906,0.6852361,0.8758861,0.9504576,0.6615477,0.8925749
-2.405071,-2.813448,-2.577023,-2.988502,-2.366846,-2.259608,-2.650007,-3.27287,-1.749428,-1.996247,-3.336157,-2.092307,-3.423603,-2.013024,-2.13988,-1.819866,-2.653035,-3.010493,-2.054691,-2.475921,-1.539675,-2.186677,-2.98147,-3.520734,-1.766427,-2.000583,-2.121508,-2.959983,-3.04482,-2.680216,-2.870083,-2.382266,-1.724312,-1.805398,-2.666919,-2.237651,-1.079642,-1.658988,-2.979714,-2.829456,-2.458729,-3.089935,-1.827835,-2.585615,-1.813905,-1.933531,-2.616578,-1.643059,-0.5435191,-2.789986
-0.7184648,-0.1764595,-0.859931,-0.0789068,-0.1035922,0.1202479,-0.3550226,-0.7524141,0.4474701,0.3417516,-0.7026021,-1.588079,-0.0398376,-0.0845152,0.1952382,0.0279543,-0.6396481,-0.1630188,-0.7139176,0.0414936,0.2245475,0.180596,0.000971,-0.7902099,-0.7651394,-0.3563428,-0.5989928,0.6335369,-0.1467368,0.455532,-1.190242,-0.7554973,-1.253667,-0.2872962,-0.2520816,-0.4836424,-1.224686,-0.5181042,-0.7259035,1.068933,-0.6795004,-0.371308,-0.5678405,-0.9128592,-0.2725138,0.1987857,-1.544419,-1.102999,-1.252039,-0.5311624
-1.711171,-1.472652,-1.160608,-1.053337,-1.111922,-1.459078,-1.309145,-0.9580309,-0.9706155,-0.9394269,-0.6796158,-1.003812,-1.113776,-1.207323,-1.068953,-1.259878,-0.7344915,-1.079365,-1.198925,-1.098032,-0.960515,-0.5592049,-0.4752501,-0.933011,-1.018387,-0.528099,-0.8077986,-0.72222,-0.8275466,-0.7754024,-0.9089971,-0.9492202,-1.220016,-1.106275,-1.05628,-1.125266,-1.07022,-1.174581,-1.161696,-0.9044324,-0.9902604,-0.8411991,-0.7416504,-0.864745,-1.098186,-0.8523624,-1.059704,-1.036896,-1.090972,-1.365513
